# Variant ID	Location	Variant type	Gene	Molecular consequences	Most 
rs761448939	943995	single nucleotide variant	NOC2L and 5 more	,missense variant,nonsense (stop gained),500B downstream variant,	pathogenic				
rs149144720	160136570	single nucleotide variant	ATP1A2 and 1 more	,missense variant	pathogenic				
rs28933399	160136665	single nucleotide variant	ATP1A2 and 1 more	,missense variant	pathogenic				12539047
rs2524891325	160136714	single nucleotide variant	ATP1A2 and 1 more	,nonsense (stop gained)	pathogenic				
rs2101996488	160136914	single nucleotide variant	ATP1A2 and 1 more	,missense variant	pathogenic				
rs1558010146	160139668	single nucleotide variant	ATP1A2 and 1 more	,nonsense (stop gained)	pathogenic				
rs121918615	160139735	single nucleotide variant	ATP1A2 and 3 more	,missense variant	pathogenic				15159495
rs757310141	160139955	single nucleotide variant	ATP1A2 and 1 more	,missense variant	pathogenic			A=8.24076e-06	
rs746795369	160139969	single nucleotide variant	ATP1A2 and 3 more	,missense variant,synonymous variant	pathogenic			A=8.24321e-06	
rs1570998206	160139977	single nucleotide variant	ATP1A2 and 1 more	,nonsense (stop gained)	pathogenic				
rs2525040830	160190917	single nucleotide variant	CASQ1 and 1 more	,missense variant	pathogenic				
rs1654108256	160192830	single nucleotide variant	CASQ1 and 1 more	,missense variant	pathogenic				
rs730882052	160195976	single nucleotide variant	CASQ1 and 1 more	,missense variant	pathogenic				16714317,25116801,26136523
rs587777425	160237145	single nucleotide variant	DCAF8 and 2 more	,missense variant,nc transcript variant,	pathogenic			A=0.0	3859241,24500646
rs869312934	160279842	single nucleotide variant	PEX19 and 1 more	,nonsense (stop gained),nc transcript variant	pathogenic				25356970
rs2525310933	160282056	single nucleotide variant	PEX19 and 1 more	,nonsense (stop gained),nc transcript variant	pathogenic				
rs1480182464	160282107	single nucleotide variant	PEX19 and 2 more	,missense variant,nonsense (stop gained),nc transcript variant	pathogenic				
rs1657873534	160283549	single nucleotide variant	PEX19 and 3 more	,missense variant,nc transcript variant,intron variant,2KB upstream variant,	pathogenic				
rs794727995	160314111	single nucleotide variant	COPA and 1 more	,missense variant	pathogenic				25894502
rs1659063174	160314114	single nucleotide variant	COPA and 2 more	,missense variant	pathogenic				
rs794727993	160323439	single nucleotide variant	COPA and 2 more	,missense variant	pathogenic				25894502
rs864309710	160323447	single nucleotide variant	COPA and 2 more	,missense variant,synonymous variant	pathogenic				25894502
rs2101889658	160344733	single nucleotide variant	COPA and 3 more	,missense variant,2KB upstream variant,	pathogenic				
rs387906896	160349583	single nucleotide variant	NCSTN and 1 more	,nonsense (stop gained)	pathogenic				20929727,25693063
rs1347055289	160352992	single nucleotide variant	NCSTN and 1 more	splice donor variant	pathogenic				
rs2525537394	160353176	single nucleotide variant	NCSTN and 1 more	,nonsense (stop gained)	pathogenic				
rs771414318	160354223	single nucleotide variant	NCSTN and 1 more	,nonsense (stop gained),,	pathogenic				
rs1085307081	160354238	single nucleotide variant	NCSTN and 2 more	,missense variant,nonsense (stop gained),,	pathogenic				20929727,22358060,25741868
rs1553210984	160355959	single nucleotide variant	NCSTN and 1 more	splice donor variant,	pathogenic				
rs2101909450	160356343	single nucleotide variant	NCSTN and 1 more	,nonsense (stop gained),	pathogenic				
rs1653335301	161074731	single nucleotide variant	NECTIN4 and 1 more	,nonsense (stop gained)	pathogenic				
rs267606991	161076355	single nucleotide variant	NECTIN4 and 1 more	,missense variant	pathogenic	T=0.000199681		T=8.29765e-06	1646587,20691405
rs1085307124	161077459	single nucleotide variant	NECTIN4 and 1 more	,missense variant	pathogenic				24577405
rs387907014	161077548	single nucleotide variant	NECTIN4 and 1 more	,missense variant	pathogenic				21346770
rs267606992	161077629	single nucleotide variant	NECTIN4 and 1 more	,missense variant	pathogenic				20691405,24577405
rs1571153052	161079800	single nucleotide variant	NECTIN4 and 1 more	,nonsense (stop gained)	pathogenic				
rs1085307125	161079848	single nucleotide variant	NECTIN4 and 1 more	,nonsense (stop gained)	pathogenic				25529316
rs1181612302	161154065	single nucleotide variant	UFC1 and 2 more	,missense variant	pathogenic				
rs1571325144	161166849	single nucleotide variant	PPOX and 1 more	,,missense variant,nc transcript variant,5 prime UTR variant,,	pathogenic				
rs28936677	161166882	single nucleotide variant	PPOX and 1 more	,missense variant,nc transcript variant,5 prime UTR variant,,	pathogenic				3319294,10486317,11286631,23409300
rs121918326	161166906	single nucleotide variant	PPOX and 1 more	,missense variant,nc transcript variant,5 prime UTR variant,,	pathogenic				8817334
rs762280759	161166925	single nucleotide variant	PPOX and 2 more	,nonsense (stop gained),nc transcript variant,5 prime UTR variant,synonymous variant,,	pathogenic			T=5.855e-05	
rs1659274238	161167151	single nucleotide variant	PPOX and 1 more	,nonsense (stop gained),nc transcript variant,5 prime UTR variant,,	pathogenic				
rs121918324	161167187	single nucleotide variant	PPOX and 1 more	,missense variant,nc transcript variant,5 prime UTR variant,,	pathogenic				8290408,8673113,8817334,10401000,23409300
rs2525204882	161167486	single nucleotide variant	PPOX and 2 more	,missense variant,nc transcript variant,5 prime UTR variant,intron variant,,	pathogenic				
rs1245369612	161167487	single nucleotide variant	PPOX and 1 more	splice donor variant,intron variant,,	pathogenic				
rs774663053	161168053	single nucleotide variant	PPOX and 3 more	,missense variant,nonsense (stop gained),nc transcript variant,5 prime UTR variant,intron variant	pathogenic			T=8.24266e-06	
rs767419411	161168069	single nucleotide variant	PPOX and 2 more	,missense variant,nc transcript variant,5 prime UTR variant,intron variant	pathogenic				
rs1571352321	161168110	single nucleotide variant	PPOX and 2 more	,missense variant,nc transcript variant,5 prime UTR variant,intron variant,synonymous variant	pathogenic				
rs121918325	161168462	single nucleotide variant	PPOX and 1 more	,missense variant,nc transcript variant,intron variant	pathogenic			T=8.23981e-06	8817334
rs41270025	161168463	single nucleotide variant	PPOX and 2 more	,missense variant,nc transcript variant,intron variant	pathogenic				9738863,11173967
rs2525249140	161168466	single nucleotide variant	PPOX and 1 more	,missense variant,nc transcript variant,intron variant	pathogenic				
rs956668146	161168525	single nucleotide variant	PPOX and 1 more	,nonsense (stop gained),nc transcript variant,intron variant	pathogenic				
rs121918323	161169070	single nucleotide variant	PPOX and 1 more	,missense variant,nc transcript variant,5 prime UTR variant	pathogenic				8852667
rs12735723	161169143	single nucleotide variant	PPOX and 2 more	,missense variant,nc transcript variant	pathogenic	G=0.00279553			11286631
rs1340140983	161169179	single nucleotide variant	PPOX and 1 more	,nonsense (stop gained),nc transcript variant	pathogenic				
rs2101886022	161169659	single nucleotide variant	PPOX and 1 more	splice acceptor variant,intron variant	pathogenic				
rs2525294446	161169660	single nucleotide variant	PPOX and 3 more	,missense variant,nc transcript variant,intron variant	pathogenic				
rs900431442	161170464	single nucleotide variant	PPOX and 1 more	,missense variant,nc transcript variant,intron variant	pathogenic				
rs28936676	161170467	single nucleotide variant	PPOX and 1 more	,missense variant,nc transcript variant,intron variant	pathogenic				9811936
rs374936130	161170493	single nucleotide variant	PPOX and 2 more	,missense variant,nc transcript variant,intron variant	pathogenic				
rs1485065423	161170938	single nucleotide variant	PPOX and 5 more	,missense variant,nonsense (stop gained),intron variant,500B downstream variant,,	pathogenic				
rs1057518798	161170939	single nucleotide variant	PPOX and 5 more	,missense variant,nonsense (stop gained),intron variant,500B downstream variant,,	pathogenic				
rs1571418365	161170950	single nucleotide variant	PPOX and 7 more	splice donor variant,intron variant,500B downstream variant,,	pathogenic				
rs771784041	161171067	single nucleotide variant	PPOX and 5 more	,missense variant,nonsense (stop gained),intron variant,500B downstream variant,,	pathogenic			G=8.2462e-06	
rs148292941	161171095	single nucleotide variant	PPOX and 5 more	,nonsense (stop gained),intron variant,500B downstream variant,synonymous variant,,	pathogenic			C=1.64894e-05	
rs2102030658	161203469	single nucleotide variant	NDUFS2 and 1 more	,nonsense (stop gained),nc transcript variant,intron variant	pathogenic				
rs774162709	161203499	single nucleotide variant	NDUFS2 and 1 more	,missense variant,nc transcript variant,intron variant	pathogenic			G=8.32487e-06	
rs1665637127	161209241	single nucleotide variant	NDUFS2 and 2 more	,missense variant,nc transcript variant	pathogenic				
rs121434427	161209912	single nucleotide variant	NDUFS2 and 1 more	,missense variant,nc transcript variant	pathogenic				11220739
rs121434428	161209915	single nucleotide variant	NDUFS2 and 1 more	,missense variant,nc transcript variant	pathogenic				11220739
rs373835897	161210647	single nucleotide variant	NDUFS2 and 1 more	,missense variant,nc transcript variant	pathogenic			G=8.24049e-06	
rs771259264	161222917	single nucleotide variant	APOA2 and 1 more	splice donor variant	pathogenic			T=8.23642e-06	
rs5082	161223893	single nucleotide variant	APOA2 and 3 more	2KB upstream variant,	pathogenic	G=0.237021			17709437,18179799,18304332,19216768,19592705,20154611,20185793,21773006,22043166,22328972,22916254,24108135,26210798,26365669,26590203,28464262,29901700,30584432,31270413,33170161,33763108,33889392,34131278,34372957,35387194,35393538,35866398,35883173,36279045,36479490,36776603
rs1670224976	161305923	single nucleotide variant	MPZ and 1 more	,nonsense (stop gained),intron variant	pathogenic				
rs1571817146	161305942	single nucleotide variant	MPZ and 1 more	,missense variant,intron variant	pathogenic				
rs1571817154	161305944	single nucleotide variant	MPZ and 2 more	,missense variant,nonsense (stop gained),intron variant	pathogenic				
rs267607247	161305953	single nucleotide variant	MPZ and 1 more	,missense variant,intron variant	pathogenic				20301384
rs750756212	161305980	single nucleotide variant	MPZ and 3 more	intron variant	pathogenic			C=8.24538e-06	
rs121913593	161306110	single nucleotide variant	MPZ and 1 more	,nonsense (stop gained)	pathogenic				8816708
rs2526234318	161306152	single nucleotide variant	MPZ and 2 more	,missense variant,nonsense (stop gained)	pathogenic				
rs1553259536	161306170	single nucleotide variant	MPZ and 2 more	splice acceptor variant	pathogenic				
rs879254054	161306327	single nucleotide variant	MPZ and 1 more	splice donor variant	pathogenic				
rs2102257979	161306342	single nucleotide variant	MPZ and 1 more	,nonsense (stop gained)	pathogenic				
rs121913586	161306414	single nucleotide variant	MPZ and 2 more	,missense variant	pathogenic				3467805,7506095,20301384,25326637
rs281865128	161306426	single nucleotide variant	MPZ and 2 more	,missense variant	pathogenic				20301384
rs267607246	161306427	single nucleotide variant	MPZ and 2 more	,missense variant,synonymous variant	pathogenic				9222756,11835375
rs1571818312	161306451	single nucleotide variant	MPZ and 1 more	,nonsense (stop gained)	pathogenic				
rs1571818339	161306465	single nucleotide variant	MPZ and 3 more	splice acceptor variant	pathogenic				
rs1407955132	161306707	single nucleotide variant	MPZ and 2 more	splice donor variant	pathogenic				
rs1571818632	161306721	single nucleotide variant	MPZ and 2 more	,nonsense (stop gained),synonymous variant	pathogenic				
rs121913603	161306722	single nucleotide variant	MPZ and 3 more	,missense variant	pathogenic				12845552
rs863224449	161306737	single nucleotide variant	MPZ and 2 more	,missense variant	pathogenic				
rs572010627	161306738	single nucleotide variant	MPZ and 3 more	,missense variant	pathogenic			T=1.64737e-05	
rs1558153994	161306745	single nucleotide variant	MPZ and 1 more	,synonymous variant	pathogenic				
rs863225025	161306746	single nucleotide variant	MPZ and 3 more	,missense variant	pathogenic				24053775,24444136,26467025
rs121913588	161306747	single nucleotide variant	MPZ and 2 more	,missense variant	pathogenic				8664899
rs121913587	161306752	single nucleotide variant	MPZ and 2 more	,missense variant	pathogenic				8664899
rs879253858	161306753	single nucleotide variant	MPZ and 3 more	,missense variant	pathogenic				8664899,26257172
rs1571818775	161306755	single nucleotide variant	MPZ and 3 more	,missense variant	pathogenic				
rs1553259648	161306759	single nucleotide variant	MPZ and 3 more	,missense variant	pathogenic				
rs1553259649	161306762	single nucleotide variant	MPZ and 3 more	,missense variant	pathogenic				
rs121913599	161306763	single nucleotide variant	MPZ and 1 more	,missense variant	pathogenic				10553995
rs1571818819	161306764	single nucleotide variant	MPZ and 2 more	,missense variant	pathogenic				
rs281865127	161306767	single nucleotide variant	MPZ and 2 more	,missense variant	pathogenic				8938258,10923043,20301384
rs267607243	161306774	single nucleotide variant	MPZ and 3 more	,missense variant	pathogenic				9222756
rs797044941	161306776	single nucleotide variant	MPZ and 2 more	,missense variant	pathogenic				25356970
rs121913595	161306785	single nucleotide variant	MPZ and 2 more	,missense variant	pathogenic				9452091,10071056,10329755,10764043,11080237,15159512,15184631,16775239,20301384
rs121913608	161306789	single nucleotide variant	MPZ and 2 more	,missense variant	pathogenic				18209201
rs1670263519	161306795	single nucleotide variant	MPZ and 1 more	,missense variant	pathogenic				
rs879254038	161306800	single nucleotide variant	MPZ and 1 more	,missense variant	pathogenic				
rs267607242	161306810	single nucleotide variant	MPZ and 2 more	,missense variant	pathogenic				9222756
rs267607241	161306815	single nucleotide variant	MPZ and 2 more	,missense variant	pathogenic				9222756
rs281865126	161306819	single nucleotide variant	MPZ and 1 more	,missense variant	pathogenic				20301384
rs1571819084	161306840	single nucleotide variant	MPZ and 2 more	,missense variant	pathogenic				
rs786204215	161306842	single nucleotide variant	MPZ and 1 more	,missense variant	pathogenic				
rs121913609	161306843	single nucleotide variant	MPZ and 3 more	,missense variant	pathogenic				17663472
rs1131691852	161306847	single nucleotide variant	MPZ and 3 more	,synonymous variant	pathogenic				
rs121913600	161306848	single nucleotide variant	MPZ and 1 more	,missense variant	pathogenic				11445635
